latitude,longitude,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover,inside_us
46.25,-111.75,0.9731818181818181,1.0,1.0,0.764,1.0,True
46.25,-111.25,0.8948181818181818,1.0,1.0,0.0,1.0,True
46.25,-110.75,0.8403636363636363,1.0,1.0,0.004,1.0,True
46.25,-110.25,0.881909090909091,1.0,1.0,0.0,1.0,True
46.25,-109.75,0.869090909090909,1.0,1.0,0.0,1.0,True
46.25,-109.25,0.8414545454545455,1.0,1.0,0.0,1.0,True
46.25,-108.75,0.613909090909091,0.591,1.0,0.0,1.0,True
46.25,-108.25,0.6946363636363636,0.984,1.0,0.0,1.0,True
46.25,-107.75,0.7602727272727272,0.949,0.8,0.0,1.0,True
46.25,-107.25,0.8124545454545454,1.0,1.0,0.0,1.0,True
46.25,-106.75,0.8854545454545455,1.0,1.0,0.425,1.0,True
46.25,-106.25,0.8805454545454545,1.0,1.0,0.563,1.0,True
46.25,-105.75,0.7487272727272728,1.0,1.0,0.0,1.0,True
46.25,-105.25,0.7512727272727272,0.984,1.0,0.0,1.0,True
46.25,-104.75,0.6389090909090909,1.0,1.0,0.0,1.0,True
46.25,-104.25,0.7419090909090909,1.0,1.0,0.0,1.0,True
46.25,-103.75,0.7104545454545454,1.0,1.0,0.0,1.0,True
46.25,-103.25,0.6278181818181818,1.0,1.0,0.0,1.0,True
46.25,-102.75,0.6731818181818182,0.996,1.0,0.0,1.0,True
46.25,-102.25,0.5844545454545454,0.748,1.0,0.0,1.0,True
46.25,-101.75,0.5587272727272727,0.606,1.0,0.0,1.0,True
46.25,-101.25,0.613090909090909,0.594,1.0,0.0,1.0,True
46.25,-100.75,0.6691818181818181,0.933,1.0,0.0,1.0,True
46.25,-100.25,0.45109090909090915,0.469,0.0,0.0,1.0,True
46.25,-99.75,0.49327272727272736,0.406,0.0,0.0,1.0,True
46.25,-99.25,0.6429090909090909,0.587,1.0,0.055,1.0,True
46.25,-98.75,0.605090909090909,0.862,0.0,0.0,1.0,True
46.25,-98.25,0.6216363636363637,0.689,1.0,0.0,1.0,True
46.25,-97.75,0.5297272727272727,0.512,0.0,0.028,1.0,True
46.25,-97.25,0.8020909090909091,0.976,1.0,0.0,1.0,True
46.25,-96.75,0.7247272727272728,1.0,1.0,0.169,1.0,True
